4.749753417968750000e+03 3.344657897949218750e+00 2.604418992996215820e-01
4.751003417968750000e+03 2.496931314468383789e+00 1.738666146993637085e-01
4.752253417968750000e+03 2.216644525527954102e+00 1.633059084415435791e-01
4.753503417968750000e+03 3.090279102325439453e+00 1.542955636978149414e-01
4.754753417968750000e+03 2.702085494995117188e+00 1.456458121538162231e-01
4.756003417968750000e+03 2.683759212493896484e+00 1.391656398773193359e-01
4.757253417968750000e+03 2.722326278686523438e+00 1.339261829853057861e-01
4.758503417968750000e+03 2.252163410186767578e+00 1.296738237142562866e-01
4.759753417968750000e+03 2.910153865814208984e+00 1.262671947479248047e-01
4.761003417968750000e+03 2.406064987182617188e+00 1.195234209299087524e-01
4.762253417968750000e+03 2.900516748428344727e+00 1.159895583987236023e-01
4.763503417968750000e+03 2.949373960494995117e+00 1.125148758292198181e-01
4.764753417968750000e+03 2.882437705993652344e+00 1.101199313998222351e-01
4.766003417968750000e+03 2.903854608535766602e+00 1.085751801729202271e-01
4.767253417968750000e+03 2.988811731338500977e+00 1.064837649464607239e-01
4.768503417968750000e+03 2.744488716125488281e+00 1.049010008573532104e-01
4.769753417968750000e+03 2.468732118606567383e+00 1.039453074336051941e-01
4.771003417968750000e+03 2.837715864181518555e+00 1.056520938873291016e-01
4.772253417968750000e+03 2.914149284362792969e+00 1.107467412948608398e-01
4.773503417968750000e+03 3.013462781906127930e+00 1.107449382543563843e-01
4.774753417968750000e+03 2.867864370346069336e+00 1.037719175219535828e-01
4.776003417968750000e+03 2.624618768692016602e+00 9.960780292749404907e-02
4.777253417968750000e+03 2.154864072799682617e+00 9.874030947685241699e-02
4.778503417968750000e+03 2.755762577056884766e+00 9.841154515743255615e-02
4.779753417968750000e+03 2.361444234848022461e+00 9.708276391029357910e-02
4.781003417968750000e+03 2.869786024093627930e+00 9.751302748918533325e-02
4.782253417968750000e+03 2.815841197967529297e+00 9.696923196315765381e-02
4.783503417968750000e+03 2.912679195404052734e+00 9.633123874664306641e-02
4.784753417968750000e+03 2.780097723007202148e+00 9.640717506408691406e-02
4.786003417968750000e+03 2.873116731643676758e+00 9.630599617958068848e-02
4.787253417968750000e+03 2.810902357101440430e+00 9.612084180116653442e-02
4.788503417968750000e+03 2.976779222488403320e+00 9.598390758037567139e-02
